pk_time_id,time,hour,minute,shift_type
3575,12:45:24,12,45,Afternoon
3576,05:58:29,5,58,Morning
3577,10:19:30,10,19,Morning
3578,04:04:22,4,4,Morning
3579,18:18:50,18,18,Evening
3580,13:10:03,13,10,Afternoon
3581,17:16:28,17,16,Afternoon
3582,21:07:40,21,7,Evening
3583,07:24:33,7,24,Morning
3584,17:37:51,17,37,Afternoon
3585,04:45:56,4,45,Morning
3586,15:54:47,15,54,Afternoon
3587,00:27:25,0,27,Morning
3588,16:24:36,16,24,Afternoon
3589,13:55:51,13,55,Afternoon
3590,18:43:04,18,43,Evening
3591,20:14:07,20,14,Evening
3592,22:25:39,22,25,Evening
3593,14:09:15,14,9,Afternoon
3594,02:34:50,2,34,Morning
3595,16:22:22,16,22,Afternoon
3596,22:57:47,22,57,Evening
3597,06:48:29,6,48,Morning
3598,10:12:21,10,12,Morning
3599,07:28:18,7,28,Morning
3600,23:47:54,23,47,Evening
3601,17:29:08,17,29,Afternoon
3602,17:09:28,17,9,Afternoon
3603,12:01:02,12,1,Afternoon
3604,01:31:46,1,31,Morning
3605,05:43:25,5,43,Morning
3606,21:49:50,21,49,Evening
3607,07:50:31,7,50,Morning
3608,21:25:23,21,25,Evening
3609,03:45:15,3,45,Morning
3610,23:07:59,23,7,Evening
3611,19:15:10,19,15,Evening
3612,10:28:15,10,28,Morning
3613,08:00:53,8,0,Morning
3614,01:13:49,1,13,Morning
3615,01:16:46,1,16,Morning
3616,01:14:38,1,14,Morning
3617,11:08:54,11,8,Morning
3618,19:26:03,19,26,Evening
3619,19:41:37,19,41,Evening
3620,07:04:35,7,4,Morning
3621,18:22:57,18,22,Evening
3622,06:02:10,6,2,Morning
3623,05:51:53,5,51,Morning
3624,05:33:31,5,33,Morning
3625,11:54:13,11,54,Morning
3626,23:39:55,23,39,Evening
3627,10:13:38,10,13,Morning
3628,10:22:01,10,22,Morning
3629,05:55:09,5,55,Morning
3630,05:11:28,5,11,Morning
3631,07:49:36,7,49,Morning
3632,19:07:59,19,7,Evening
3633,18:46:32,18,46,Evening
3634,23:32:08,23,32,Evening
3635,02:36:56,2,36,Morning
3636,18:27:02,18,27,Evening
3637,05:13:50,5,13,Morning
3638,00:59:51,0,59,Morning
3639,05:56:35,5,56,Morning
3640,15:03:02,15,3,Afternoon
3641,04:38:58,4,38,Morning
3642,00:43:51,0,43,Morning
3643,04:58:25,4,58,Morning
3644,05:17:36,5,17,Morning
3645,09:50:47,9,50,Morning
3646,15:06:58,15,6,Afternoon
3647,10:19:50,10,19,Morning
3648,07:13:34,7,13,Morning
3649,20:16:39,20,16,Evening
3650,13:57:58,13,57,Afternoon
3651,00:29:40,0,29,Morning
3652,11:43:12,11,43,Morning
3653,16:28:20,16,28,Afternoon
3654,12:12:03,12,12,Afternoon
3655,00:39:55,0,39,Morning
3656,04:22:59,4,22,Morning
3657,19:43:48,19,43,Evening
3658,08:15:22,8,15,Morning
3659,01:58:31,1,58,Morning
3660,02:46:24,2,46,Morning
3661,20:05:28,20,5,Evening
3662,07:28:44,7,28,Morning
3663,14:38:23,14,38,Afternoon
3664,09:02:57,9,2,Morning
3665,02:08:31,2,8,Morning
3666,01:08:16,1,8,Morning
3667,20:50:12,20,50,Evening
3668,02:17:34,2,17,Morning
3669,21:25:20,21,25,Evening
3670,01:39:25,1,39,Morning
3671,21:23:20,21,23,Evening
3672,21:39:35,21,39,Evening
3673,16:06:27,16,6,Afternoon
3674,09:09:23,9,9,Morning
3675,00:54:33,0,54,Morning
3676,04:15:30,4,15,Morning
3677,05:58:14,5,58,Morning
3678,21:13:42,21,13,Evening
3679,23:10:41,23,10,Evening
3680,00:18:00,0,18,Morning
3681,09:04:35,9,4,Morning
3682,06:06:47,6,6,Morning
3683,22:57:21,22,57,Evening
3684,00:10:39,0,10,Morning
3685,17:39:53,17,39,Afternoon
3686,01:02:16,1,2,Morning
3687,04:34:33,4,34,Morning
3688,09:26:59,9,26,Morning
3689,10:13:40,10,13,Morning
3690,23:34:21,23,34,Evening
3691,15:59:49,15,59,Afternoon
3692,05:06:54,5,6,Morning
3693,06:43:40,6,43,Morning
3694,16:48:51,16,48,Afternoon
3695,02:36:27,2,36,Morning
3696,21:20:15,21,20,Evening
3697,12:26:23,12,26,Afternoon
3698,11:03:29,11,3,Morning
3699,03:00:57,3,0,Morning
3700,11:44:21,11,44,Morning
3701,04:43:15,4,43,Morning
3702,05:04:00,5,4,Morning
3703,23:10:46,23,10,Evening
3704,21:02:32,21,2,Evening
3705,09:41:06,9,41,Morning
3706,22:29:34,22,29,Evening
3707,20:23:21,20,23,Evening
3708,22:48:13,22,48,Evening
3709,03:23:31,3,23,Morning
3710,16:23:05,16,23,Afternoon
3711,01:00:46,1,0,Morning
3712,15:22:51,15,22,Afternoon
3713,15:15:11,15,15,Afternoon
3714,20:57:26,20,57,Evening
3715,12:42:32,12,42,Afternoon
3716,19:38:46,19,38,Evening
3717,22:27:20,22,27,Evening
3718,07:34:49,7,34,Morning
3719,12:26:28,12,26,Afternoon
3720,01:19:07,1,19,Morning
3721,20:47:02,20,47,Evening
3722,00:00:45,0,0,Morning
3723,02:09:18,2,9,Morning
3724,06:30:37,6,30,Morning
3725,05:26:25,5,26,Morning
3726,14:27:56,14,27,Afternoon
3727,15:49:10,15,49,Afternoon
3728,04:49:09,4,49,Morning
3729,05:24:15,5,24,Morning
3730,21:53:44,21,53,Evening
3731,19:58:43,19,58,Evening
3732,12:48:36,12,48,Afternoon
3733,11:14:44,11,14,Morning
3734,08:23:35,8,23,Morning
3735,22:40:38,22,40,Evening
3736,00:56:44,0,56,Morning
3737,22:25:31,22,25,Evening
3738,12:46:49,12,46,Afternoon
3739,10:26:09,10,26,Morning
3740,01:33:00,1,33,Morning
3741,01:30:00,1,30,Morning
3742,11:00:43,11,0,Morning
3743,23:56:13,23,56,Evening
3744,10:50:15,10,50,Morning
3745,19:55:13,19,55,Evening
3746,04:09:34,4,9,Morning
3747,23:24:52,23,24,Evening
3748,04:29:27,4,29,Morning
3749,11:59:08,11,59,Morning
3750,20:02:33,20,2,Evening
3751,23:54:38,23,54,Evening
3752,15:47:59,15,47,Afternoon
3753,18:17:19,18,17,Evening
3754,08:15:56,8,15,Morning
3755,03:31:23,3,31,Morning
3756,13:44:45,13,44,Afternoon
3757,03:03:45,3,3,Morning
3758,19:28:17,19,28,Evening
3759,21:01:45,21,1,Evening
3760,04:45:16,4,45,Morning
3761,10:12:24,10,12,Morning
3762,00:35:24,0,35,Morning
3763,10:34:11,10,34,Morning
3764,01:59:36,1,59,Morning
3765,18:00:18,18,0,Evening
3766,05:11:16,5,11,Morning
3767,00:16:37,0,16,Morning
3768,21:50:53,21,50,Evening
3769,20:16:16,20,16,Evening
3770,23:44:07,23,44,Evening
3771,15:32:45,15,32,Afternoon
3772,01:08:10,1,8,Morning
3773,06:55:45,6,55,Morning
3774,11:10:39,11,10,Morning
3775,01:02:23,1,2,Morning
3776,08:35:24,8,35,Morning
3777,02:49:56,2,49,Morning
3778,19:07:40,19,7,Evening
3779,11:30:00,11,30,Morning
3780,23:39:37,23,39,Evening
3781,13:33:15,13,33,Afternoon
3782,14:19:13,14,19,Afternoon
3783,06:41:51,6,41,Morning
3784,17:06:40,17,6,Afternoon
3785,13:53:42,13,53,Afternoon
3786,00:53:19,0,53,Morning
3787,14:08:17,14,8,Afternoon
3788,10:33:58,10,33,Morning
3789,15:17:18,15,17,Afternoon
3790,02:11:37,2,11,Morning
3791,17:55:41,17,55,Afternoon
3792,04:08:12,4,8,Morning
3793,12:40:12,12,40,Afternoon
3794,09:15:57,9,15,Morning
3795,05:04:28,5,4,Morning
3796,03:57:43,3,57,Morning
3797,19:42:15,19,42,Evening
3798,11:27:51,11,27,Morning
3799,18:30:12,18,30,Evening
3800,02:00:35,2,0,Morning
3801,04:33:37,4,33,Morning
3802,09:36:49,9,36,Morning
3803,09:25:02,9,25,Morning
3804,06:34:05,6,34,Morning
3805,17:27:53,17,27,Afternoon
3806,17:55:58,17,55,Afternoon
3807,17:17:13,17,17,Afternoon
3808,06:30:01,6,30,Morning
3809,22:03:54,22,3,Evening
3810,18:44:09,18,44,Evening
3811,00:32:22,0,32,Morning
3812,05:39:48,5,39,Morning
3813,15:50:42,15,50,Afternoon
3814,14:55:40,14,55,Afternoon
3815,18:17:53,18,17,Evening
3816,13:03:44,13,3,Afternoon
3817,06:30:50,6,30,Morning
3818,15:49:25,15,49,Afternoon
3819,02:29:43,2,29,Morning
3820,21:34:41,21,34,Evening
3821,10:48:06,10,48,Morning
3822,00:44:33,0,44,Morning
3823,09:41:30,9,41,Morning
3824,21:31:53,21,31,Evening
3825,06:31:06,6,31,Morning
3826,14:00:06,14,0,Afternoon
3827,19:14:44,19,14,Evening
3828,05:44:01,5,44,Morning
3829,09:01:40,9,1,Morning
3830,09:56:37,9,56,Morning
3831,06:57:26,6,57,Morning
3832,23:59:23,23,59,Evening
3833,05:52:53,5,52,Morning
3834,03:40:22,3,40,Morning
3835,10:16:50,10,16,Morning
3836,05:01:35,5,1,Morning
3837,00:23:59,0,23,Morning
3838,23:45:50,23,45,Evening
3839,01:29:35,1,29,Morning
3840,05:43:20,5,43,Morning
3841,00:41:06,0,41,Morning
3842,12:31:37,12,31,Afternoon
3843,14:47:56,14,47,Afternoon
3844,13:55:17,13,55,Afternoon
3845,13:02:51,13,2,Afternoon
3846,01:55:28,1,55,Morning
3847,20:44:07,20,44,Evening
3848,11:21:28,11,21,Morning
3849,12:10:32,12,10,Afternoon
3850,09:20:39,9,20,Morning
3851,16:49:58,16,49,Afternoon
3852,18:26:39,18,26,Evening
3853,07:41:24,7,41,Morning
3854,19:03:11,19,3,Evening
3855,00:44:42,0,44,Morning
3856,10:34:06,10,34,Morning
3857,11:14:51,11,14,Morning
3858,17:30:43,17,30,Afternoon
3859,20:12:05,20,12,Evening
3860,17:28:39,17,28,Afternoon
3861,17:54:02,17,54,Afternoon
3862,06:02:50,6,2,Morning
3863,13:11:38,13,11,Afternoon
3864,17:04:37,17,4,Afternoon
3865,00:04:04,0,4,Morning
3866,09:06:28,9,6,Morning
3867,16:02:17,16,2,Afternoon
3868,19:48:23,19,48,Evening
3869,07:53:10,7,53,Morning
3870,19:10:51,19,10,Evening
3871,16:35:19,16,35,Afternoon
3872,09:37:58,9,37,Morning
3873,21:11:26,21,11,Evening
3874,08:13:03,8,13,Morning
3875,02:14:36,2,14,Morning
3876,05:00:06,5,0,Morning
3877,04:10:51,4,10,Morning
3878,01:11:54,1,11,Morning
3879,07:57:50,7,57,Morning
3880,18:45:51,18,45,Evening
3881,02:50:36,2,50,Morning
3882,09:52:48,9,52,Morning
3883,04:32:32,4,32,Morning
3884,12:40:50,12,40,Afternoon
3885,06:59:16,6,59,Morning
3886,15:31:44,15,31,Afternoon
3887,03:53:55,3,53,Morning
3888,04:28:28,4,28,Morning
3889,00:47:33,0,47,Morning
3890,23:22:36,23,22,Evening
3891,01:09:36,1,9,Morning
3892,07:12:00,7,12,Morning
3893,15:14:10,15,14,Afternoon
3894,01:53:49,1,53,Morning
3895,20:32:07,20,32,Evening
3896,23:34:20,23,34,Evening
3897,11:17:47,11,17,Morning
3898,18:17:22,18,17,Evening
3899,09:57:23,9,57,Morning
3900,14:06:48,14,6,Afternoon
3901,08:29:03,8,29,Morning
3902,20:13:00,20,13,Evening
3903,23:30:12,23,30,Evening
3904,13:01:42,13,1,Afternoon
3905,01:27:51,1,27,Morning
3906,20:14:27,20,14,Evening
3907,21:24:49,21,24,Evening
3908,16:19:05,16,19,Afternoon
3909,17:14:37,17,14,Afternoon
3910,16:25:19,16,25,Afternoon
3911,03:12:53,3,12,Morning
3912,23:52:50,23,52,Evening
3913,06:47:44,6,47,Morning
3914,11:54:00,11,54,Morning
3915,13:33:05,13,33,Afternoon
3916,05:44:22,5,44,Morning
3917,16:52:01,16,52,Afternoon
3918,02:03:06,2,3,Morning
3919,01:54:22,1,54,Morning
3920,20:50:23,20,50,Evening
3921,22:15:40,22,15,Evening
3922,07:33:21,7,33,Morning
3923,19:02:58,19,2,Evening
3924,13:52:46,13,52,Afternoon
3925,15:12:54,15,12,Afternoon
3926,21:27:08,21,27,Evening
3927,04:13:45,4,13,Morning
3928,04:38:13,4,38,Morning
3929,20:03:17,20,3,Evening
3930,05:04:21,5,4,Morning
3931,07:36:18,7,36,Morning
3932,03:18:57,3,18,Morning
3933,18:25:30,18,25,Evening
3934,11:09:20,11,9,Morning
3935,12:35:13,12,35,Afternoon
3936,07:30:32,7,30,Morning
3937,23:55:57,23,55,Evening
3938,13:33:41,13,33,Afternoon
3939,03:39:49,3,39,Morning
3940,21:19:09,21,19,Evening
3941,02:00:48,2,0,Morning
3942,01:12:49,1,12,Morning
3943,17:42:43,17,42,Afternoon
3944,02:14:10,2,14,Morning
3945,13:46:56,13,46,Afternoon
3946,15:07:59,15,7,Afternoon
3947,22:28:54,22,28,Evening
3948,11:21:23,11,21,Morning
3949,09:10:55,9,10,Morning
3950,19:05:31,19,5,Evening
3951,02:04:10,2,4,Morning
3952,00:48:45,0,48,Morning
3953,22:14:11,22,14,Evening
3954,13:57:52,13,57,Afternoon
3955,01:28:30,1,28,Morning
3956,08:50:17,8,50,Morning
3957,12:22:08,12,22,Afternoon
3958,15:29:39,15,29,Afternoon
3959,23:33:36,23,33,Evening
3960,21:11:50,21,11,Evening
3961,04:17:37,4,17,Morning
3962,11:45:11,11,45,Morning
3963,21:25:12,21,25,Evening
3964,14:07:57,14,7,Afternoon
3965,10:03:01,10,3,Morning
3966,09:14:22,9,14,Morning
3967,00:15:47,0,15,Morning
3968,00:18:48,0,18,Morning
3969,22:05:22,22,5,Evening
3970,08:58:42,8,58,Morning
3971,13:35:29,13,35,Afternoon
3972,22:41:36,22,41,Evening
3973,02:43:28,2,43,Morning
3974,11:05:50,11,5,Morning
3975,23:12:56,23,12,Evening
3976,05:42:37,5,42,Morning
3977,06:03:45,6,3,Morning
3978,02:29:58,2,29,Morning
3979,16:03:17,16,3,Afternoon
3980,04:23:22,4,23,Morning
3981,03:06:07,3,6,Morning
3982,11:46:47,11,46,Morning
3983,03:42:18,3,42,Morning
3984,21:11:29,21,11,Evening
3985,19:52:00,19,52,Evening
3986,13:18:30,13,18,Afternoon
3987,18:18:18,18,18,Evening
3988,16:53:17,16,53,Afternoon
3989,23:05:37,23,5,Evening
3990,01:29:09,1,29,Morning
3991,20:59:43,20,59,Evening
3992,02:09:10,2,9,Morning
3993,06:14:23,6,14,Morning
3994,20:48:55,20,48,Evening
3995,03:48:06,3,48,Morning
3996,17:38:48,17,38,Afternoon
3997,06:19:47,6,19,Morning
3998,04:06:16,4,6,Morning
3999,15:57:07,15,57,Afternoon
4000,01:28:22,1,28,Morning
4001,17:32:52,17,32,Afternoon
4002,10:34:19,10,34,Morning
4003,16:44:12,16,44,Afternoon
4004,22:24:19,22,24,Evening
4005,03:34:37,3,34,Morning
4006,03:57:19,3,57,Morning
4007,07:35:13,7,35,Morning
4008,13:26:48,13,26,Afternoon
4009,02:55:34,2,55,Morning
4010,11:57:40,11,57,Morning
4011,04:46:29,4,46,Morning
4012,23:54:27,23,54,Evening
4013,03:02:47,3,2,Morning
4014,18:12:43,18,12,Evening
4015,02:24:20,2,24,Morning
4016,11:03:43,11,3,Morning
4017,15:30:42,15,30,Afternoon
4018,02:40:16,2,40,Morning
4019,13:32:18,13,32,Afternoon
4020,03:38:27,3,38,Morning
4021,17:03:24,17,3,Afternoon
4022,04:42:23,4,42,Morning
4023,11:18:45,11,18,Morning
4024,12:37:14,12,37,Afternoon
4025,23:49:11,23,49,Evening
4026,04:34:22,4,34,Morning
4027,15:01:21,15,1,Afternoon
4028,14:39:59,14,39,Afternoon
4029,15:34:23,15,34,Afternoon
4030,15:20:40,15,20,Afternoon
4031,22:35:52,22,35,Evening
4032,04:57:48,4,57,Morning
4033,21:06:13,21,6,Evening
4034,22:29:49,22,29,Evening
4035,06:10:22,6,10,Morning
4036,22:09:54,22,9,Evening
4037,17:45:24,17,45,Afternoon
4038,21:48:33,21,48,Evening
4039,15:10:49,15,10,Afternoon
4040,02:50:23,2,50,Morning
4041,10:56:09,10,56,Morning
4042,23:59:39,23,59,Evening
4043,19:16:32,19,16,Evening
4044,16:32:06,16,32,Afternoon
4045,03:31:01,3,31,Morning
4046,04:19:51,4,19,Morning
4047,19:55:18,19,55,Evening
4048,15:20:35,15,20,Afternoon
4049,02:12:50,2,12,Morning
4050,13:18:42,13,18,Afternoon
4051,08:32:35,8,32,Morning
4052,03:47:52,3,47,Morning
4053,23:11:08,23,11,Evening
4054,19:07:15,19,7,Evening
4055,19:33:05,19,33,Evening
4056,01:33:59,1,33,Morning
4057,03:04:15,3,4,Morning
4058,16:27:00,16,27,Afternoon
4059,08:10:27,8,10,Morning
4060,22:55:16,22,55,Evening
4061,17:57:46,17,57,Afternoon
4062,03:01:06,3,1,Morning
4063,01:04:49,1,4,Morning
4064,13:23:46,13,23,Afternoon
4065,08:42:15,8,42,Morning
4066,14:02:27,14,2,Afternoon
4067,03:03:15,3,3,Morning
4068,15:41:28,15,41,Afternoon
4069,09:42:34,9,42,Morning
4070,01:39:27,1,39,Morning
4071,10:18:36,10,18,Morning
4072,09:30:27,9,30,Morning
4073,13:14:24,13,14,Afternoon
4074,07:47:49,7,47,Morning
4075,04:00:07,4,0,Morning
4076,16:26:41,16,26,Afternoon
4077,15:05:48,15,5,Afternoon
4078,22:46:21,22,46,Evening
4079,04:57:58,4,57,Morning
4080,23:05:00,23,5,Evening
4081,21:50:29,21,50,Evening
4082,15:23:40,15,23,Afternoon
4083,11:59:28,11,59,Morning
4084,22:47:05,22,47,Evening
4085,07:46:44,7,46,Morning
4086,05:41:11,5,41,Morning
4087,16:42:47,16,42,Afternoon
4088,23:17:08,23,17,Evening
4089,18:08:28,18,8,Evening
4090,23:19:29,23,19,Evening
4091,04:02:48,4,2,Morning
4092,02:37:46,2,37,Morning
4093,15:55:24,15,55,Afternoon
4094,21:05:55,21,5,Evening
4095,14:42:28,14,42,Afternoon
4096,08:45:14,8,45,Morning
4097,06:17:30,6,17,Morning
4098,21:35:01,21,35,Evening
4099,02:58:03,2,58,Morning
4100,22:29:38,22,29,Evening
4101,01:21:00,1,21,Morning
4102,01:02:09,1,2,Morning
4103,08:42:31,8,42,Morning
4104,06:45:46,6,45,Morning
4105,20:35:55,20,35,Evening
4106,21:18:20,21,18,Evening
4107,18:14:02,18,14,Evening
4108,19:31:30,19,31,Evening
4109,12:18:13,12,18,Afternoon
4110,17:02:16,17,2,Afternoon
4111,06:01:02,6,1,Morning
4112,01:46:48,1,46,Morning
4113,11:13:23,11,13,Morning
4114,00:20:25,0,20,Morning
4115,03:23:16,3,23,Morning
4116,19:23:06,19,23,Evening
4117,04:16:12,4,16,Morning
4118,04:47:59,4,47,Morning
4119,15:04:00,15,4,Afternoon
4120,10:36:27,10,36,Morning
4121,13:28:01,13,28,Afternoon
4122,07:54:35,7,54,Morning
4123,12:22:32,12,22,Afternoon
4124,18:52:49,18,52,Evening
4125,21:15:34,21,15,Evening
4126,01:54:18,1,54,Morning
4127,20:41:26,20,41,Evening
4128,20:41:14,20,41,Evening
4129,06:59:28,6,59,Morning
4130,08:54:59,8,54,Morning
4131,19:46:20,19,46,Evening
4132,17:04:15,17,4,Afternoon
4133,20:46:36,20,46,Evening
4134,15:09:52,15,9,Afternoon
4135,13:10:58,13,10,Afternoon
4136,16:07:26,16,7,Afternoon
4137,04:34:48,4,34,Morning
4138,16:20:41,16,20,Afternoon
4139,00:06:35,0,6,Morning
4140,14:37:49,14,37,Afternoon
4141,03:00:45,3,0,Morning
4142,10:00:59,10,0,Morning
4143,05:06:34,5,6,Morning
4144,12:45:06,12,45,Afternoon
4145,16:28:52,16,28,Afternoon
4146,10:21:45,10,21,Morning
4147,11:50:28,11,50,Morning
4148,23:02:51,23,2,Evening
4149,10:56:26,10,56,Morning
4150,15:43:44,15,43,Afternoon
4151,15:51:05,15,51,Afternoon
4152,23:45:04,23,45,Evening
4153,00:21:03,0,21,Morning
4154,14:56:57,14,56,Afternoon
4155,06:46:38,6,46,Morning
4156,13:38:27,13,38,Afternoon
4157,08:55:52,8,55,Morning
4158,08:30:24,8,30,Morning
4159,15:35:32,15,35,Afternoon
4160,14:42:59,14,42,Afternoon
4161,16:06:53,16,6,Afternoon
4162,04:37:30,4,37,Morning
4163,18:29:18,18,29,Evening
4164,06:45:31,6,45,Morning
4165,18:46:13,18,46,Evening
4166,20:38:12,20,38,Evening
4167,01:08:43,1,8,Morning
4168,04:36:43,4,36,Morning
4169,18:19:01,18,19,Evening
4170,23:23:58,23,23,Evening
4171,11:35:51,11,35,Morning
4172,04:54:53,4,54,Morning
4173,10:28:17,10,28,Morning
4174,08:19:52,8,19,Morning
4175,17:43:45,17,43,Afternoon
4176,02:38:42,2,38,Morning
4177,12:36:46,12,36,Afternoon
4178,03:22:01,3,22,Morning
4179,03:56:59,3,56,Morning
4180,00:26:57,0,26,Morning
4181,11:56:56,11,56,Morning
4182,14:04:32,14,4,Afternoon
4183,20:04:00,20,4,Evening
4184,15:28:55,15,28,Afternoon
4185,04:59:19,4,59,Morning
4186,07:55:22,7,55,Morning
4187,02:45:53,2,45,Morning
4188,07:22:47,7,22,Morning
4189,16:48:43,16,48,Afternoon
4190,06:16:00,6,16,Morning
4191,16:13:10,16,13,Afternoon
4192,18:55:49,18,55,Evening
4193,12:31:44,12,31,Afternoon
4194,16:03:25,16,3,Afternoon
4195,23:08:21,23,8,Evening
4196,00:58:35,0,58,Morning
4197,01:14:14,1,14,Morning
4198,06:21:13,6,21,Morning
4199,20:32:00,20,32,Evening
4200,19:11:10,19,11,Evening
4201,13:52:59,13,52,Afternoon
4202,14:58:20,14,58,Afternoon
4203,16:36:39,16,36,Afternoon
4204,05:55:30,5,55,Morning
4205,02:18:22,2,18,Morning
4206,21:47:23,21,47,Evening
4207,07:33:39,7,33,Morning
4208,10:03:02,10,3,Morning
4209,22:22:21,22,22,Evening
4210,11:44:29,11,44,Morning
4211,01:52:29,1,52,Morning
4212,09:11:04,9,11,Morning
4213,02:43:41,2,43,Morning
4214,21:50:55,21,50,Evening
4215,02:07:44,2,7,Morning
4216,08:08:01,8,8,Morning
4217,06:50:47,6,50,Morning
4218,22:46:25,22,46,Evening
4219,20:49:04,20,49,Evening
4220,07:40:03,7,40,Morning
4221,12:54:18,12,54,Afternoon
4222,19:36:45,19,36,Evening
4223,05:27:03,5,27,Morning
4224,22:53:47,22,53,Evening
4225,02:08:24,2,8,Morning
4226,07:37:40,7,37,Morning
4227,23:00:05,23,0,Evening
4228,20:25:11,20,25,Evening
4229,01:49:25,1,49,Morning
4230,01:21:10,1,21,Morning
4231,05:15:09,5,15,Morning
4232,02:31:57,2,31,Morning
4233,18:44:34,18,44,Evening
4234,12:18:42,12,18,Afternoon
4235,05:35:28,5,35,Morning
4236,00:07:20,0,7,Morning
4237,16:55:55,16,55,Afternoon
4238,19:42:29,19,42,Evening
4239,03:14:23,3,14,Morning
4240,05:25:47,5,25,Morning
4241,01:57:18,1,57,Morning
4242,01:46:54,1,46,Morning
4243,21:16:26,21,16,Evening
4244,04:34:42,4,34,Morning
4245,19:57:53,19,57,Evening
4246,09:25:48,9,25,Morning
4247,05:47:55,5,47,Morning
4248,09:00:00,9,0,Morning
4249,19:50:58,19,50,Evening
4250,19:03:27,19,3,Evening
4251,07:38:23,7,38,Morning
4252,06:36:05,6,36,Morning
4253,12:56:52,12,56,Afternoon
4254,23:25:35,23,25,Evening
4255,08:43:39,8,43,Morning
4256,18:06:35,18,6,Evening
4257,20:28:15,20,28,Evening
4258,10:52:22,10,52,Morning
4259,19:52:20,19,52,Evening
4260,10:38:09,10,38,Morning
4261,16:22:31,16,22,Afternoon
4262,03:15:55,3,15,Morning
4263,23:29:13,23,29,Evening
4264,01:04:50,1,4,Morning
4265,04:46:15,4,46,Morning
4266,20:45:27,20,45,Evening
4267,18:14:47,18,14,Evening
4268,23:36:23,23,36,Evening
4269,06:44:48,6,44,Morning
4270,12:57:09,12,57,Afternoon
4271,21:36:50,21,36,Evening
4272,21:35:54,21,35,Evening
4273,19:01:53,19,1,Evening
4274,22:59:22,22,59,Evening
4275,08:03:42,8,3,Morning
4276,19:15:29,19,15,Evening
4277,16:30:14,16,30,Afternoon
4278,16:05:41,16,5,Afternoon
4279,10:32:10,10,32,Morning
4280,12:04:33,12,4,Afternoon
4281,04:27:20,4,27,Morning
4282,19:23:26,19,23,Evening
4283,03:41:26,3,41,Morning
4284,19:12:19,19,12,Evening
4285,15:31:56,15,31,Afternoon
4286,04:53:20,4,53,Morning
4287,00:38:11,0,38,Morning
4288,01:03:31,1,3,Morning
4289,21:54:43,21,54,Evening
4290,15:02:25,15,2,Afternoon
4291,12:56:59,12,56,Afternoon
4292,22:30:49,22,30,Evening
4293,19:37:58,19,37,Evening
4294,15:28:05,15,28,Afternoon
4295,03:23:14,3,23,Morning
4296,20:17:42,20,17,Evening
4297,17:47:17,17,47,Afternoon
4298,15:08:19,15,8,Afternoon
4299,12:51:21,12,51,Afternoon
4300,17:26:53,17,26,Afternoon
4301,12:27:32,12,27,Afternoon
4302,13:17:16,13,17,Afternoon
4303,01:16:35,1,16,Morning
4304,04:16:42,4,16,Morning
4305,11:52:03,11,52,Morning
4306,14:15:22,14,15,Afternoon
4307,06:55:11,6,55,Morning
4308,05:23:25,5,23,Morning
4309,16:08:42,16,8,Afternoon
4310,00:57:27,0,57,Morning
4311,17:28:26,17,28,Afternoon
4312,02:57:42,2,57,Morning
4313,01:21:39,1,21,Morning
4314,07:56:22,7,56,Morning
4315,18:44:31,18,44,Evening
4316,11:43:33,11,43,Morning
4317,21:04:31,21,4,Evening
4318,23:06:45,23,6,Evening
4319,20:34:41,20,34,Evening
4320,23:16:45,23,16,Evening
4321,10:30:30,10,30,Morning
4322,02:58:32,2,58,Morning
4323,22:38:47,22,38,Evening
4324,18:09:25,18,9,Evening
4325,08:33:26,8,33,Morning
4326,03:23:30,3,23,Morning
4327,10:16:12,10,16,Morning
4328,09:28:56,9,28,Morning
4329,12:18:17,12,18,Afternoon
4330,04:25:45,4,25,Morning
4331,11:47:57,11,47,Morning
4332,21:59:40,21,59,Evening
4333,19:34:13,19,34,Evening
4334,23:43:24,23,43,Evening
4335,21:30:13,21,30,Evening
4336,00:50:52,0,50,Morning
4337,07:34:32,7,34,Morning
4338,11:25:50,11,25,Morning
4339,14:49:49,14,49,Afternoon
4340,19:06:14,19,6,Evening
4341,11:59:35,11,59,Morning
4342,19:44:54,19,44,Evening
4343,04:32:55,4,32,Morning
4344,07:08:30,7,8,Morning
4345,13:51:35,13,51,Afternoon
4346,21:17:19,21,17,Evening
4347,04:12:54,4,12,Morning
4348,07:39:57,7,39,Morning
4349,20:38:09,20,38,Evening
4350,10:39:57,10,39,Morning
4351,09:11:09,9,11,Morning
4352,23:48:07,23,48,Evening
4353,11:11:14,11,11,Morning
4354,20:37:17,20,37,Evening
4355,20:08:18,20,8,Evening
4356,10:36:37,10,36,Morning
4357,08:20:41,8,20,Morning
4358,09:47:27,9,47,Morning
4359,21:05:22,21,5,Evening
4360,00:07:14,0,7,Morning
4361,17:29:42,17,29,Afternoon
4362,18:06:20,18,6,Evening
4363,09:34:34,9,34,Morning
4364,06:50:44,6,50,Morning
4365,10:41:33,10,41,Morning
4366,23:17:04,23,17,Evening
4367,01:05:59,1,5,Morning
4368,13:08:09,13,8,Afternoon
4369,03:05:43,3,5,Morning
4370,10:59:53,10,59,Morning
4371,10:51:55,10,51,Morning
4372,06:15:40,6,15,Morning
4373,09:51:21,9,51,Morning
4374,21:24:57,21,24,Evening
4375,03:33:07,3,33,Morning
