Transaction_ID,Invoice_No,Transaction_Date,Transaction_Time,Time_Zone,Transaction_Type,Transaction_Status,Customer_ID,Customer_Type,Customer_Age,Customer_Gender,Loyalty_Points,Product_ID,Product_Name,Company_Name,Product_Category,Brand_Type,Unit_Type,Shelf_Life_Days,Barcode,Supplier_ID,Supplier_Region,Delivery_Status,Transport_Mode,Delivery_Cost,Opening_Stock,Stock_Received,Stock_Sold,Stock_Damaged,Reorder_Level,Cost_Price,Selling_Price,Discount_Percentage,Tax_Percentage,Quantity_Sold,Payment_Method,Payment_Status,Amount_Paid,Outstanding_Debt,Store_ID,Store_Location,Store_Size_SqFt,Daily_Footfall,Staff_On_Duty,Store_Rating,Peak_Hour_Flag,Credit_Allowed,Gross_Sales,Net_Sales
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5265.0,INV945044,2024-01-05,0 days 19:11:10,GMT,Sale,Pending,18763.0,Wholesale,25.0,Female,2562.0,2468.0,Bath Soap Herbal,Pears,Personal Care,National,Piece,329.0,385047807225,722.0,West,Delivered,Truck,200.0,113.0,182.0,3.0,4.0,118.0,329.01,306.42,24.66,5.0,3.0,UPI,Pending,2905.1,1000.0,29.0,City,2320.0,107.0,8.0,4.6,True,True,919.26,692.570484
5266.0,INV559034,2024-05-06,0 days 13:52:59,EST,Return,Cancelled,31989.0,Regular,31.0,Female,2031.0,6118.0,Toothpaste Gel,Colgate,Personal Care,International,Kg,643.0,769998723980,816.0,South,Delivered,Van,400.0,300.0,53.0,25.0,3.0,106.0,333.71,669.96,7.36,18.0,2.0,Card,Paid,4133.4,3000.0,14.0,Village,4260.0,1331.0,22.0,4.1,False,True,1339.92,1241.301888
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5268.0,INV891434,2024-01-02,0 days 14:58:20,IST,Sale,Completed,46409.0,Regular,35.0,Female,3217.0,5572.0,Refined Sugar,Madhur,Sweeteners,Local,Litre,60.0,354569387624,673.0,West,Delayed,Van,600.0,391.0,101.0,28.0,1.0,44.0,361.14,132.88,19.56,12.0,4.0,Card,Paid,1397.32,3000.0,24.0,City,1068.0,525.0,11.0,2.9,False,False,531.52,427.554688
5269.0,INV266951,2023-07-03,0 days 16:36:39,PST,Sale,Pending,38080.0,Occasional,74.0,Male,5028.0,5062.0,Dishwash Liquid,Vim,Home Care,Local,Kg,120.0,918245513971,585.0,North,Delivered,Van,800.0,369.0,129.0,21.0,4.0,42.0,326.0,826.09,19.67,18.0,3.0,Cash,Pending,1288.56,5000.0,5.0,City,5136.0,1226.0,12.0,3.9,False,True,2478.27,1990.794291
5270.0,INV276730,2024-08-10,0 days 05:55:30,IST,Return,Pending,38195.0,Occasional,,Female,5907.0,,,Maggi,Packaged Food,Local,Kg,290.0,,798.0,West,Cancelled,Truck,200.0,296.0,146.0,4.0,0.0,,278.7,715.01,27.84,,8.0,UPI,Paid,424.32,5000.0,20.0,Town,5271.0,1327.0,,4.9,False,False,5720.08,4127.609728
5271.0,INV438438,2023-10-14,0 days 02:18:22,IST,Sale,Completed,10656.0,Occasional,72.0,Male,1372.0,6002.0,Milk Chocolate Bar,Cadbury,Confectionery,National,Kg,519.0,966117473998,514.0,South,Cancelled,Van,600.0,102.0,136.0,43.0,3.0,37.0,234.19,257.78,13.7,5.0,6.0,UPI,Pending,3343.97,1000.0,4.0,City,5600.0,1056.0,15.0,5.0,False,False,1546.6799999999998,1334.7848399999998
5272.0,INV116701,2024-04-16,0 days 21:47:23,GMT,Sale,Completed,25609.0,Wholesale,58.0,Male,5155.0,8101.0,Wheat Flour Select,Aashirvaad,Grains,National,Kg,442.0,990112033374,529.0,North,Delayed,Truck,600.0,87.0,69.0,45.0,1.0,67.0,263.93,383.09,15.45,18.0,7.0,Wallet,Pending,1072.74,5000.0,6.0,Village,5011.0,1687.0,23.0,2.5,False,True,2681.6299999999997,2267.3181649999997
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5275.0,INV710110,2024-06-20,0 days 07:33:39,GMT,Return,Pending,17207.0,Occasional,28.0,Male,5239.0,2688.0,Wheat Flour Select,Aashirvaad,Grains,Local,Litre,122.0,863952555699,524.0,South,Delivered,Van,400.0,85.0,66.0,30.0,1.0,69.0,337.69,763.24,0.53,5.0,2.0,UPI,Pending,3666.69,0.0,22.0,Village,3709.0,1851.0,10.0,4.8,True,True,1526.48,1518.389656
5276.0,INV425611,2024-05-25,0 days 10:03:02,GMT,Return,Pending,43074.0,Wholesale,36.0,Male,6252.0,3415.0,Sunflower Oil 1L,Fortune,Edible Oils,Local,Litre,299.0,184784290293,808.0,South,Delivered,Truck,600.0,476.0,108.0,36.0,2.0,88.0,277.93,836.18,9.77,12.0,9.0,Cash,Paid,3784.98,3000.0,12.0,City,2289.0,387.0,12.0,2.8,True,False,7525.62,6790.366926
5277.0,INV630704,2024-08-01,0 days 22:22:21,EST,Return,Completed,30876.0,Wholesale,59.0,Female,3149.0,4551.0,Basmati Rice Premium,India Gate,Grains,Local,Litre,472.0,896570011149,501.0,West,Delayed,Bike,600.0,81.0,108.0,31.0,0.0,42.0,265.13,411.23,15.07,5.0,3.0,Wallet,Pending,682.87,0.0,22.0,Village,4172.0,1460.0,19.0,2.7,False,True,1233.69,1047.772917
5278.0,INV834242,2023-09-07,0 days 11:44:29,GMT,Return,Cancelled,18869.0,Occasional,35.0,Male,5648.0,5197.0,Digestive Biscuits,Britannia,Snacks,Local,Piece,594.0,222573114724,564.0,East,Delivered,Van,400.0,138.0,104.0,32.0,2.0,72.0,85.09,616.18,1.87,12.0,8.0,Cash,Paid,3436.47,0.0,14.0,City,5953.0,1463.0,6.0,3.2,False,False,4929.44,4837.259472
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5281.0,INV410592,2023-03-14,0 days 01:52:29,EST,Sale,Cancelled,30878.0,Wholesale,35.0,Male,4834.0,7530.0,Iodized Cooking Salt,Tata Salt,Essentials,Local,Piece,445.0,797444125402,653.0,East,Delayed,Bike,800.0,143.0,26.0,36.0,4.0,114.0,194.29,789.38,1.95,12.0,2.0,Card,Pending,1585.2,0.0,2.0,Town,1203.0,1801.0,11.0,4.9,True,True,1578.76,1547.9741800000002
5282.0,INV893531,2023-10-09,0 days 09:11:04,PST,Return,Cancelled,11396.0,Wholesale,35.0,Male,2096.0,1956.0,Sunflower Oil 1L,Fortune,Edible Oils,Local,Piece,334.0,399105358353,891.0,West,Delayed,Bike,800.0,399.0,122.0,38.0,1.0,41.0,291.3,804.14,13.06,18.0,2.0,Cash,Paid,2712.32,3000.0,26.0,Town,3696.0,1620.0,23.0,4.9,False,True,1608.28,1398.2386319999998
5283.0,INV687119,2023-12-26,0 days 02:43:41,PST,Sale,Pending,13460.0,Occasional,39.0,Female,1132.0,9450.0,Toothpaste Gel,Colgate,Personal Care,International,Litre,195.0,343367122108,582.0,North,Cancelled,Van,200.0,375.0,67.0,34.0,4.0,118.0,99.18,150.62,4.38,12.0,4.0,Wallet,Pending,2335.39,3000.0,1.0,Village,2194.0,1657.0,12.0,2.6,False,False,602.48,576.0913760000001
5284.0,INV664400,2023-01-10,0 days 21:50:55,EST,Return,Cancelled,47121.0,Regular,42.0,Female,6623.0,5020.0,Dishwash Liquid,Vim,Home Care,National,Piece,122.0,227465183998,658.0,South,Cancelled,Bike,800.0,411.0,56.0,30.0,0.0,75.0,105.99,423.23,25.26,12.0,6.0,Cash,Paid,4578.04,1000.0,17.0,Town,5174.0,1213.0,5.0,3.2,False,True,2539.38,1897.9326120000003
5285.0,INV286550,2023-07-30,0 days 02:07:44,PST,Return,Cancelled,39020.0,Wholesale,71.0,Female,1716.0,4618.0,Laundry Detergent,Surf Excel,Home Care,Local,Litre,541.0,682591697152,834.0,West,Cancelled,Bike,200.0,268.0,61.0,27.0,4.0,49.0,313.95,515.2,15.5,18.0,6.0,Wallet,Paid,3760.18,0.0,3.0,Town,2837.0,1498.0,20.0,4.0,True,False,3091.2000000000003,2612.0640000000003
5286.0,INV517303,2023-06-01,0 days 08:08:01,IST,Sale,Completed,17676.0,Regular,69.0,Female,3443.0,5615.0,Potato Chips Salted,Lays,Snacks,International,Litre,698.0,936468955210,605.0,West,Cancelled,Van,200.0,264.0,27.0,8.0,2.0,85.0,90.35,66.51,17.25,18.0,1.0,Card,Paid,244.53,3000.0,26.0,Village,3526.0,560.0,20.0,3.5,True,True,66.51,55.03702500000001
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5288.0,INV829427,2023-07-14,0 days 06:50:47,EST,Return,Completed,13148.0,Wholesale,48.0,Male,2972.0,5554.0,Dishwash Liquid,Vim,Home Care,International,Piece,138.0,814594999430,757.0,West,Delivered,Truck,600.0,331.0,154.0,15.0,3.0,89.0,222.47,271.68,11.08,5.0,8.0,Cash,Pending,1489.9,0.0,29.0,City,3536.0,218.0,3.0,4.5,True,True,2173.44,1932.622848
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5290.0,INV308267,2024-04-08,0 days 22:46:25,PST,Return,Completed,10827.0,Regular,67.0,Female,5242.0,4473.0,Bath Soap Herbal,Pears,Personal Care,National,Litre,235.0,949898798714,877.0,North,Cancelled,Bike,800.0,68.0,42.0,7.0,4.0,50.0,70.04,805.86,23.31,12.0,7.0,Card,Pending,3647.01,5000.0,9.0,Town,847.0,746.0,15.0,4.3,False,True,5641.02,4326.0982380000005
5291.0,INV197898,2023-04-23,0 days 22:59:59,IST,Return,Completed,12655.0,Occasional,55.0,Female,6731.0,3993.0,Bath Soap Herbal,Pears,Personal Care,National,Litre,308.0,824658534785,724.0,West,Delivered,Bike,800.0,195.0,129.0,4.0,1.0,61.0,31.63,514.52,0.4,18.0,3.0,Wallet,Pending,2870.9,5000.0,15.0,Village,3284.0,1382.0,6.0,2.8,False,True,1543.56,1537.38576
5292.0,INV194940,2023-09-28,0 days 20:49:04,GMT,Sale,Cancelled,18691.0,Wholesale,72.0,Female,634.0,4093.0,Laundry Detergent,Surf Excel,Home Care,National,Kg,183.0,820909923014,893.0,West,Delayed,Van,800.0,161.0,112.0,41.0,3.0,33.0,359.71,622.14,16.57,5.0,8.0,Cash,Pending,2379.85,3000.0,20.0,Village,3220.0,1424.0,16.0,4.2,True,False,4977.12,4152.411216
5293.0,INV846235,2023-06-12,0 days 07:40:03,IST,Sale,Completed,19253.0,Regular,,Female,648.0,9426.0,,Tata Tea,Beverages,Local,Kg,367.0,,739.0,West,Cancelled,Truck,200.0,335.0,89.0,47.0,3.0,69.0,105.0,801.15,5.24,,5.0,Wallet,Paid,1489.89,3000.0,8.0,Town,5794.0,1487.0,,5.0,True,False,4005.75,3795.8487
5294.0,INV727016,2024-04-04,0 days 12:54:18,EST,Sale,Pending,17525.0,Occasional,69.0,Male,3161.0,2821.0,Wheat Flour Select,Aashirvaad,Grains,International,Litre,492.0,101411186998,545.0,West,Cancelled,Truck,200.0,264.0,144.0,35.0,0.0,87.0,39.1,589.92,25.39,5.0,2.0,Wallet,Paid,772.72,3000.0,23.0,Village,3149.0,1801.0,20.0,4.8,True,True,1179.84,880.2786239999999
5295.0,INV795405,2023-04-15,0 days 19:36:45,PST,Return,Pending,23553.0,Regular,72.0,Female,1172.0,5485.0,Shampoo Anti-Dandruff,Head & Shoulders,Personal Care,Local,Litre,257.0,952330969768,685.0,North,Delayed,Truck,200.0,388.0,11.0,48.0,3.0,111.0,371.23,422.42,20.28,12.0,4.0,Wallet,Paid,1538.96,0.0,22.0,Village,3669.0,1582.0,6.0,3.0,False,False,1689.68,1347.0128960000002
5296.0,INV524292,2024-11-23,0 days 05:27:03,PST,Return,Cancelled,46264.0,Regular,42.0,Female,5120.0,6512.0,Shampoo Anti-Dandruff,Head & Shoulders,Personal Care,International,Litre,707.0,224753257968,584.0,North,Delivered,Van,800.0,341.0,113.0,8.0,2.0,61.0,72.36,603.77,3.85,5.0,8.0,Cash,Pending,1588.74,1000.0,14.0,City,2522.0,817.0,24.0,4.6,False,True,4830.16,4644.19884
5297.0,INV993605,2024-07-09,0 days 12:20:40,PST,Sale,Cancelled,14222.0,Regular,32.0,Male,7587.0,3511.0,Milk Chocolate Bar,Cadbury,Confectionery,International,Kg,604.0,157878781673,712.0,North,Cancelled,Bike,400.0,278.0,171.0,23.0,4.0,76.0,331.75,617.84,12.74,12.0,7.0,Cash,Pending,1330.49,1000.0,1.0,City,5150.0,482.0,15.0,4.8,False,True,4324.88,3773.890288
5298.0,INV376163,2023-10-09,0 days 22:53:47,IST,Sale,Cancelled,35702.0,Wholesale,22.0,Female,4818.0,3588.0,Refined Sugar,Madhur,Sweeteners,National,Piece,653.0,761154018785,734.0,East,Delayed,Truck,200.0,256.0,141.0,31.0,1.0,81.0,240.21,468.63,14.47,18.0,9.0,Cash,Paid,2315.29,0.0,26.0,Village,4931.0,399.0,3.0,2.9,True,True,4217.67,3607.373151
5299.0,INV252846,2024-11-17,0 days 02:08:24,IST,Sale,Pending,20716.0,Occasional,28.0,Female,7685.0,6949.0,Bath Soap Herbal,Pears,Personal Care,National,Kg,369.0,271701310062,768.0,South,Delayed,Bike,800.0,91.0,58.0,48.0,2.0,110.0,182.78,863.98,29.43,18.0,4.0,Card,Pending,1902.65,3000.0,2.0,Village,4286.0,156.0,21.0,3.0,True,True,3455.92,2438.842744
5300.0,INV850663,2023-06-11,0 days 07:37:40,GMT,Return,Cancelled,32963.0,Regular,30.0,Male,366.0,3076.0,Dishwash Liquid,Vim,Home Care,Local,Kg,527.0,793260404872,835.0,South,Cancelled,Van,600.0,274.0,154.0,26.0,0.0,70.0,194.75,335.61,18.46,12.0,7.0,Wallet,Pending,2906.88,3000.0,21.0,Village,3614.0,1595.0,14.0,4.5,False,False,2349.27,1915.594758
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5302.0,INV658710,2024-03-09,0 days 23:00:05,GMT,Return,Completed,14180.0,Wholesale,25.0,Female,6756.0,4760.0,Tea Powder Strong,Tata Tea,Beverages,International,Litre,142.0,323544131837,685.0,North,Delayed,Van,800.0,140.0,149.0,43.0,0.0,104.0,279.73,88.23,21.77,12.0,1.0,Card,Pending,472.92,3000.0,25.0,Village,2710.0,1347.0,11.0,3.3,True,True,88.23,69.022329
5303.0,INV470985,2023-05-20,0 days 20:25:11,GMT,Sale,Cancelled,11382.0,Regular,42.0,Male,3783.0,3695.0,Iodized Cooking Salt,Tata Salt,Essentials,Local,Kg,615.0,662774236968,561.0,West,Cancelled,Bike,800.0,338.0,83.0,21.0,2.0,106.0,192.18,631.51,13.16,18.0,7.0,Cash,Pending,4404.63,5000.0,13.0,Village,1028.0,589.0,3.0,3.1,True,True,4420.57,3838.822988
5304.0,INV516029,2024-04-15,0 days 01:49:25,PST,Sale,Pending,24362.0,Regular,44.0,Female,6026.0,7225.0,Shampoo Anti-Dandruff,Head & Shoulders,Personal Care,National,Piece,516.0,695407467416,778.0,West,Cancelled,Van,800.0,247.0,181.0,13.0,1.0,67.0,278.25,699.39,18.43,18.0,9.0,UPI,Pending,3009.68,0.0,12.0,Town,3138.0,443.0,3.0,3.1,False,False,6294.51,5134.431807
5305.0,INV239494,2023-05-12,0 days 01:21:10,IST,Sale,Pending,14167.0,Regular,28.0,Female,2884.0,8151.0,Digestive Biscuits,Britannia,Snacks,International,Kg,674.0,667070740344,759.0,South,Delayed,Bike,800.0,83.0,98.0,5.0,1.0,115.0,152.24,146.67,6.32,12.0,4.0,Card,Paid,1536.07,1000.0,12.0,City,3472.0,655.0,3.0,2.9,True,False,586.68,549.601824
5306.0,INV503953,2023-03-28,0 days 05:15:09,EST,Sale,Cancelled,48313.0,Occasional,35.0,Male,3988.0,8901.0,Sunflower Oil 1L,Fortune,Edible Oils,International,Piece,520.0,172408865995,658.0,East,Cancelled,Truck,400.0,496.0,186.0,11.0,2.0,110.0,148.0,816.11,22.05,12.0,5.0,Cash,Pending,509.34,0.0,20.0,Village,1030.0,478.0,21.0,3.1,False,False,4080.55,3180.788725
5307.0,INV208659,2024-11-18,0 days 02:31:57,GMT,Sale,Pending,40287.0,Occasional,27.0,Male,6375.0,6195.0,Laundry Detergent,Surf Excel,Home Care,International,Piece,146.0,273749730549,891.0,West,Cancelled,Truck,800.0,483.0,133.0,46.0,0.0,76.0,215.38,648.64,10.7,5.0,5.0,Card,Pending,2506.81,3000.0,16.0,City,4548.0,1071.0,20.0,3.0,False,False,3243.2,2896.1776
5308.0,INV986056,2023-07-02,0 days 18:44:34,EST,Sale,Completed,25581.0,Regular,50.0,Female,4714.0,2676.0,Digestive Biscuits,Britannia,Snacks,National,Litre,128.0,264935811573,733.0,West,Delayed,Van,800.0,314.0,78.0,1.0,1.0,39.0,133.24,188.59,9.48,12.0,7.0,Cash,Paid,912.29,3000.0,12.0,Town,2864.0,486.0,9.0,4.9,True,False,1320.13,1194.981676
5309.0,INV872048,2024-01-03,0 days 12:18:42,PST,Return,Completed,36194.0,Occasional,53.0,Male,2516.0,3535.0,Wheat Flour Select,Aashirvaad,Grains,National,Litre,326.0,282659341875,809.0,East,Cancelled,Bike,800.0,397.0,26.0,10.0,2.0,97.0,381.28,663.61,25.18,12.0,6.0,Cash,Paid,2757.25,1000.0,6.0,Village,1840.0,1922.0,19.0,3.1,False,False,3981.66,2979.078012
5310.0,INV954141,2023-05-09,0 days 05:35:28,GMT,Sale,Cancelled,38823.0,Occasional,34.0,Male,4307.0,7572.0,Digestive Biscuits,Britannia,Snacks,Local,Litre,179.0,703076196876,714.0,South,Delivered,Van,600.0,254.0,175.0,18.0,3.0,94.0,160.2,716.28,8.55,12.0,3.0,Card,Pending,1495.52,1000.0,26.0,Town,2297.0,521.0,17.0,4.5,True,True,2148.84,1965.11418
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5312.0,INV408189,2024-08-23,0 days 00:07:20,GMT,Return,Completed,20822.0,Regular,22.0,Female,4360.0,5672.0,Iodized Cooking Salt,Tata Salt,Essentials,National,Litre,186.0,949845688994,719.0,West,Delivered,Bike,400.0,412.0,198.0,40.0,4.0,62.0,138.12,669.99,24.27,18.0,5.0,UPI,Pending,1934.31,1000.0,20.0,Town,2298.0,1719.0,9.0,4.1,False,False,3349.95,2536.9171349999997
5313.0,INV743217,2024-07-31,0 days 16:55:55,PST,Return,Completed,46751.0,Regular,40.0,Female,5377.0,4798.0,Potato Chips Salted,Lays,Snacks,Local,Piece,454.0,458743918007,544.0,East,Delayed,Van,200.0,83.0,118.0,42.0,0.0,60.0,362.18,561.66,2.13,5.0,2.0,Cash,Pending,2248.24,3000.0,27.0,Village,4321.0,1325.0,19.0,2.6,True,False,1123.32,1099.393284
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5315.0,INV186205,2024-01-13,0 days 19:42:29,PST,Return,Pending,16200.0,Regular,56.0,Male,5763.0,6350.0,Sunflower Oil 1L,Fortune,Edible Oils,International,Litre,84.0,120833421639,544.0,East,Cancelled,Truck,800.0,465.0,93.0,42.0,0.0,98.0,363.39,722.37,2.64,12.0,4.0,Wallet,Paid,3280.96,5000.0,29.0,Town,5409.0,475.0,13.0,3.7,True,False,2889.48,2813.197728
5316.0,INV439566,2023-05-29,0 days 03:14:23,GMT,Return,Cancelled,24761.0,Regular,54.0,Male,3417.0,2492.0,Instant Noodles Pack,Maggi,Packaged Food,National,Piece,174.0,260879352876,624.0,East,Cancelled,Truck,800.0,471.0,41.0,23.0,3.0,65.0,257.94,837.64,0.88,18.0,2.0,Wallet,Paid,1392.17,0.0,2.0,Village,2295.0,1521.0,22.0,3.1,True,False,1675.28,1660.5375359999998
5317.0,INV335745,2024-03-08,0 days 05:25:47,EST,Return,Cancelled,32126.0,Regular,27.0,Female,1803.0,7491.0,Sunflower Oil 1L,Fortune,Edible Oils,Local,Litre,47.0,656268445191,744.0,South,Delayed,Van,600.0,232.0,65.0,27.0,1.0,38.0,254.43,336.58,23.58,12.0,1.0,Card,Pending,4201.47,1000.0,20.0,City,5276.0,1366.0,9.0,2.7,False,True,336.58,257.214436
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5320.0,INV142753,2024-04-13,0 days 01:57:18,EST,Sale,Cancelled,23319.0,Regular,24.0,Female,1106.0,8160.0,Iodized Cooking Salt,Tata Salt,Essentials,National,Kg,248.0,722561563180,739.0,East,Delayed,Bike,800.0,350.0,118.0,25.0,1.0,47.0,374.35,153.47,22.66,18.0,6.0,Card,Pending,467.8,3000.0,8.0,Village,2830.0,320.0,11.0,4.9,False,False,920.8199999999999,712.1621879999999
5321.0,INV357848,2024-03-21,0 days 01:46:54,PST,Sale,Cancelled,25590.0,Regular,66.0,Male,7250.0,5468.0,Sunflower Oil 1L,Fortune,Edible Oils,International,Kg,636.0,805164269369,691.0,West,Delayed,Van,600.0,435.0,76.0,29.0,0.0,107.0,30.1,618.14,16.28,12.0,4.0,UPI,Paid,3497.06,1000.0,2.0,City,1842.0,473.0,17.0,3.5,False,False,2472.56,2070.027232
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5323.0,INV262541,2023-10-21,0 days 21:16:26,PST,Return,Pending,32701.0,Wholesale,66.0,Female,348.0,2236.0,Potato Chips Salted,Lays,Snacks,Local,Litre,647.0,403359320618,725.0,East,Delivered,Van,400.0,232.0,160.0,11.0,0.0,91.0,232.42,205.82,3.26,5.0,9.0,Card,Pending,4960.37,0.0,7.0,City,2440.0,200.0,18.0,3.4,True,False,1852.3799999999999,1791.992412
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5325.0,INV387087,2023-09-07,0 days 04:34:42,IST,Return,Completed,47118.0,Wholesale,23.0,Female,7916.0,8733.0,Basmati Rice Premium,India Gate,Grains,National,Piece,280.0,694504856402,574.0,North,Delayed,Van,600.0,217.0,60.0,15.0,4.0,117.0,328.98,675.78,4.4,18.0,1.0,Wallet,Pending,2516.8,0.0,14.0,Town,3542.0,1180.0,,4.8,False,False,675.78,646.04568
5326.0,INV127639,2023-10-29,0 days 19:57:53,EST,Return,Cancelled,35387.0,Wholesale,26.0,Female,6331.0,5316.0,Tea Powder Strong,Tata Tea,Beverages,Local,Piece,660.0,563865840586,740.0,West,Delivered,Bike,600.0,475.0,162.0,4.0,2.0,88.0,226.22,766.44,9.22,5.0,4.0,Wallet,Pending,1275.39,0.0,5.0,Village,1960.0,952.0,6.0,4.7,True,False,3065.76,2783.096928
5327.0,INV618513,2023-01-25,0 days 09:25:48,GMT,Sale,Pending,49135.0,Regular,25.0,Male,7585.0,5649.0,Potato Chips Salted,Lays,Snacks,International,Litre,435.0,752564700388,507.0,South,Delayed,Bike,400.0,53.0,33.0,9.0,3.0,53.0,273.05,480.07,29.93,18.0,6.0,Card,Pending,507.1,5000.0,22.0,City,2031.0,1788.0,17.0,4.7,False,True,2880.42,2018.310294
5328.0,INV335372,2023-03-11,0 days 05:47:55,IST,Sale,Completed,39554.0,Regular,31.0,Female,6970.0,3808.0,Laundry Detergent,Surf Excel,Home Care,International,Kg,595.0,223202953508,661.0,West,Delayed,Truck,200.0,245.0,39.0,34.0,1.0,78.0,74.48,807.23,10.67,18.0,6.0,Card,Pending,462.68,3000.0,11.0,Village,4601.0,676.0,6.0,3.5,False,False,4843.38,4326.591354
,,2024-09-16,,PST,,,37781.0,Regular,,,,,,Pears,,Local,Kg,,,,,,,200.0,384.0,60.0,,,,,,10.32,,,,,,3000.0,,City,3937.0,,,,True,True,,
5330.0,INV828843,2023-04-22,0 days 09:00:00,IST,Sale,Cancelled,44501.0,Regular,55.0,Female,7751.0,9135.0,Laundry Detergent,Surf Excel,Home Care,National,Piece,74.0,285156807603,551.0,East,Cancelled,Truck,200.0,393.0,39.0,41.0,1.0,111.0,359.02,116.8,15.42,12.0,1.0,Cash,Pending,2753.06,5000.0,18.0,City,4813.0,1558.0,16.0,3.8,False,False,116.8,98.78944
5331.0,INV329612,2023-12-30,0 days 19:50:58,PST,Sale,Completed,22988.0,Occasional,26.0,Female,7045.0,6841.0,Digestive Biscuits,Britannia,Snacks,National,Piece,644.0,618831229356,580.0,South,Delivered,Truck,800.0,221.0,81.0,35.0,3.0,74.0,240.06,805.64,28.6,12.0,7.0,UPI,Paid,1384.85,3000.0,23.0,Village,2658.0,1073.0,19.0,3.0,False,True,5639.48,4026.5887199999993
5332.0,INV357269,2023-10-30,0 days 19:03:27,GMT,Sale,Cancelled,26456.0,Occasional,69.0,Female,1951.0,1948.0,Dishwash Liquid,Vim,Home Care,International,Kg,471.0,531241106998,507.0,West,Delivered,Truck,200.0,292.0,183.0,31.0,3.0,51.0,279.82,374.42,15.07,18.0,2.0,Cash,Paid,2304.59,0.0,17.0,Town,3145.0,1131.0,17.0,3.9,True,True,748.84,635.989812
5333.0,INV336802,2024-04-15,0 days 07:38:23,PST,Sale,Pending,48885.0,Wholesale,74.0,Female,7451.0,1452.0,Iodized Cooking Salt,Tata Salt,Essentials,Local,Litre,160.0,113453691736,817.0,East,Delivered,Van,400.0,468.0,122.0,33.0,4.0,30.0,129.57,205.29,19.11,12.0,5.0,Wallet,Pending,3196.06,3000.0,9.0,Village,524.0,1032.0,20.0,4.9,True,True,1026.45,830.295405
5334.0,INV561746,2023-04-01,0 days 06:36:05,IST,Sale,Cancelled,15042.0,Occasional,28.0,Male,330.0,8922.0,Potato Chips Salted,Lays,Snacks,National,Piece,158.0,136754050845,820.0,North,Delayed,Bike,400.0,263.0,194.0,34.0,1.0,50.0,356.37,751.0,4.31,5.0,6.0,Wallet,Paid,3209.57,5000.0,9.0,City,3259.0,888.0,7.0,4.1,False,False,4506.0,4311.7914
5335.0,INV779367,2024-06-13,0 days 12:56:52,IST,Return,Pending,39214.0,Wholesale,28.0,Female,3547.0,9298.0,Instant Coffee,Bru,Beverages,National,Piece,212.0,248306869041,641.0,East,Delayed,Truck,400.0,182.0,166.0,23.0,4.0,42.0,89.93,834.08,9.35,5.0,9.0,Card,Paid,2360.39,3000.0,25.0,City,2177.0,351.0,22.0,4.0,False,True,7506.72,6804.84168
5336.0,INV950945,2024-10-22,0 days 23:25:35,PST,Sale,Cancelled,18061.0,Regular,57.0,Female,7933.0,1004.0,Basmati Rice Premium,India Gate,Grains,National,Litre,263.0,120790527595,568.0,South,Cancelled,Bike,400.0,61.0,71.0,49.0,3.0,83.0,311.87,491.69,5.32,12.0,3.0,Card,Paid,1100.77,5000.0,24.0,City,4159.0,488.0,20.0,2.8,True,True,1475.07,1396.596276
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5339.0,INV113021,2023-07-11,0 days 08:43:39,EST,Return,Cancelled,10877.0,Occasional,53.0,Male,3143.0,9984.0,Digestive Biscuits,Britannia,Snacks,International,Piece,314.0,796028735933,639.0,North,Delayed,Truck,400.0,390.0,174.0,1.0,4.0,104.0,393.04,768.36,9.31,5.0,1.0,UPI,Paid,2004.11,5000.0,22.0,Town,4432.0,1167.0,23.0,3.1,False,True,768.36,696.825684
